,Title,urls,Difficulty,Tags,Acceptance,Submission,Acceptance_Rate,Likes,Dislikes
961,1206. Design Skiplist,/problems/design-skiplist,Hard,"['Linked List', 'Design']",8654,14618,59.1%,273,33
962,1207. Unique Number of Occurrences,/problems/unique-number-of-occurrences,Easy,"['Array', 'Hash Table']",90269,124939,72.2%,782,27
963,1208. Get Equal Substrings Within Budget,/problems/get-equal-substrings-within-budget,Medium,"['String', 'Binary Search', 'Sliding Window', 'Prefix Sum']",23268,51800,44.9%,454,34
964,1209. Remove All Adjacent Duplicates in String II,/problems/remove-all-adjacent-duplicates-in-string-ii,Medium,"['String', 'Stack']",109051,191692,56.9%,1776,36
965,1210. Minimum Moves to Reach Target with Rotations,/problems/minimum-moves-to-reach-target-with-rotations,Hard,"['Array', 'Breadth-First Search', 'Matrix']",6331,13441,47.1%,165,51
966,1217. Minimum Cost to Move Chips to The Same Position,/problems/minimum-cost-to-move-chips-to-the-same-position,Easy,"['Array', 'Math', 'Greedy']",59038,83607,70.6%,498,74
967,1218. Longest Arithmetic Subsequence of Given Difference,/problems/longest-arithmetic-subsequence-of-given-difference,Medium,"['Array', 'Hash Table', 'Dynamic Programming']",27910,58525,47.6%,613,34
968,1219. Path with Maximum Gold,/problems/path-with-maximum-gold,Medium,"['Array', 'Backtracking', 'Matrix']",60946,92259,66.0%,1237,41
969,1220. Count Vowels Permutation,/problems/count-vowels-permutation,Hard,['Dynamic Programming'],38004,66780,57.1%,741,82
970,1221. Split a String in Balanced Strings,/problems/split-a-string-in-balanced-strings,Easy,"['String', 'Greedy', 'Counting']",161465,191120,84.5%,1236,649
971,1222. Queens That Can Attack the King,/problems/queens-that-can-attack-the-king,Medium,"['Array', 'Matrix', 'Simulation']",26804,38319,69.9%,519,101
972,1223. Dice Roll Simulation,/problems/dice-roll-simulation,Hard,"['Array', 'Dynamic Programming']",18541,39346,47.1%,561,167
973,1224. Maximum Equal Frequency,/problems/maximum-equal-frequency,Hard,"['Array', 'Hash Table']",8966,25038,35.8%,275,30
974,1226. The Dining Philosophers,/problems/the-dining-philosophers,Medium,['Concurrency'],13607,22557,60.4%,137,155
975,1227. Airplane Seat Assignment Probability,/problems/airplane-seat-assignment-probability,Medium,"['Math', 'Dynamic Programming', 'Brainteaser', 'Probability and Statistics']",19245,30708,62.7%,286,522
976,1232. Check If It Is a Straight Line,/problems/check-if-it-is-a-straight-line,Easy,"['Array', 'Math', 'Geometry']",96470,226141,42.7%,625,98
977,1233. Remove Sub-Folders from the Filesystem,/problems/remove-sub-folders-from-the-filesystem,Medium,"['Array', 'String', 'Trie']",32565,51419,63.3%,416,65
978,1234. Replace the Substring for Balanced String,/problems/replace-the-substring-for-balanced-string,Medium,"['String', 'Sliding Window']",17946,51426,34.8%,568,122
979,1235. Maximum Profit in Job Scheduling,/problems/maximum-profit-in-job-scheduling,Hard,"['Array', 'Binary Search', 'Dynamic Programming', 'Sorting']",49178,101884,48.2%,1568,16
980,1237. Find Positive Integer Solution for a Given Equation,/problems/find-positive-integer-solution-for-a-given-equation,Medium,"['Math', 'Two Pointers', 'Binary Search', 'Interactive']",40017,56871,70.4%,268,976
981,1238. Circular Permutation in Binary Representation,/problems/circular-permutation-in-binary-representation,Medium,"['Math', 'Backtracking', 'Bit Manipulation']",9946,14786,67.2%,165,139
982,1239. Maximum Length of a Concatenated String with Unique Characters,/problems/maximum-length-of-a-concatenated-string-with-unique-characters,Medium,"['Array', 'String', 'Backtracking', 'Bit Manipulation']",66467,131603,50.5%,1050,98
983,1240. Tiling a Rectangle with the Fewest Squares,/problems/tiling-a-rectangle-with-the-fewest-squares,Hard,"['Dynamic Programming', 'Backtracking']",12601,23908,52.7%,352,337
984,1247. Minimum Swaps to Make Strings Equal,/problems/minimum-swaps-to-make-strings-equal,Medium,"['Math', 'String', 'Greedy']",22602,35763,63.2%,618,184
985,1248. Count Number of Nice Subarrays,/problems/count-number-of-nice-subarrays,Medium,"['Array', 'Hash Table', 'Math', 'Sliding Window']",34390,60521,56.8%,1026,27
986,1249. Minimum Remove to Make Valid Parentheses,/problems/minimum-remove-to-make-valid-parentheses,Medium,"['String', 'Stack']",221437,343259,64.5%,2417,50
987,1250. Check If It Is a Good Array,/problems/check-if-it-is-a-good-array,Hard,"['Array', 'Math', 'Number Theory']",10335,18093,57.1%,159,227
988,1252. Cells with Odd Values in a Matrix,/problems/cells-with-odd-values-in-a-matrix,Easy,"['Array', 'Math', 'Simulation']",65692,83694,78.5%,518,845
989,1253. Reconstruct a 2-Row Binary Matrix,/problems/reconstruct-a-2-row-binary-matrix,Medium,"['Array', 'Greedy', 'Matrix']",15996,37904,42.2%,234,19
990,1254. Number of Closed Islands,/problems/number-of-closed-islands,Medium,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",52908,84960,62.2%,1010,28
991,1255. Maximum Score Words Formed by Letters,/problems/maximum-score-words-formed-by-letters,Hard,"['Array', 'String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']",14135,20015,70.6%,363,28
992,1260. Shift 2D Grid,/problems/shift-2d-grid,Easy,"['Array', 'Matrix', 'Simulation']",28029,45273,61.9%,364,127
993,1261. Find Elements in a Contaminated Binary Tree,/problems/find-elements-in-a-contaminated-binary-tree,Medium,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Design', 'Binary Tree']",34094,45394,75.1%,409,65
994,1262. Greatest Sum Divisible by Three,/problems/greatest-sum-divisible-by-three,Medium,"['Array', 'Dynamic Programming', 'Greedy']",30201,60019,50.3%,834,26
995,1263. Minimum Moves to Move a Box to Their Target Location,/problems/minimum-moves-to-move-a-box-to-their-target-location,Hard,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']",9511,20359,46.3%,361,20
996,1266. Minimum Time Visiting All Points,/problems/minimum-time-visiting-all-points,Easy,"['Array', 'Math', 'Geometry']",96345,121555,79.3%,907,137
997,1267. Count Servers that Communicate,/problems/count-servers-that-communicate,Medium,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix', 'Counting']",33641,58199,57.8%,660,63
998,1268. Search Suggestions System,/problems/search-suggestions-system,Medium,"['Array', 'String', 'Trie']",94288,143960,65.5%,1333,101
999,1269. Number of Ways to Stay in the Same Place After Some Steps,/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps,Hard,['Dynamic Programming'],21432,49481,43.3%,397,24
1000,1275. Find Winner on a Tic Tac Toe Game,/problems/find-winner-on-a-tic-tac-toe-game,Easy,"['Array', 'Hash Table', 'Matrix', 'Simulation']",31113,58772,52.9%,378,115
1001,1276. Number of Burgers with No Waste of Ingredients,/problems/number-of-burgers-with-no-waste-of-ingredients,Medium,['Math'],15150,30008,50.5%,165,168
1002,1277. Count Square Submatrices with All Ones,/problems/count-square-submatrices-with-all-ones,Medium,"['Array', 'Dynamic Programming', 'Matrix']",111710,152624,73.2%,2246,38
1003,1278. Palindrome Partitioning III,/problems/palindrome-partitioning-iii,Hard,"['String', 'Dynamic Programming']",14158,23063,61.4%,503,11
1004,1281. Subtract the Product and Sum of Digits of an Integer,/problems/subtract-the-product-and-sum-of-digits-of-an-integer,Easy,['Math'],157244,183588,85.6%,610,156
1005,1282. Group the People Given the Group Size They Belong To,/problems/group-the-people-given-the-group-size-they-belong-to,Medium,"['Array', 'Hash Table']",62602,74006,84.7%,652,394
1006,1283. Find the Smallest Divisor Given a Threshold,/problems/find-the-smallest-divisor-given-a-threshold,Medium,"['Array', 'Binary Search']",61351,120542,50.8%,863,136
1007,1284. Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,Hard,"['Array', 'Bit Manipulation', 'Breadth-First Search', 'Matrix']",12488,17752,70.3%,347,36
1008,1286. Iterator for Combination,/problems/iterator-for-combination,Medium,"['String', 'Backtracking', 'Design', 'Iterator']",41446,58324,71.1%,640,48
1009,1287. Element Appearing More Than 25% In Sorted Array,/problems/element-appearing-more-than-25-in-sorted-array,Easy,['Array'],48793,81546,59.9%,506,35
1010,1288. Remove Covered Intervals,/problems/remove-covered-intervals,Medium,"['Array', 'Sorting']",48971,84980,57.6%,699,27
1011,1289. Minimum Falling Path Sum II,/problems/minimum-falling-path-sum-ii,Hard,"['Array', 'Dynamic Programming', 'Matrix']",19211,30513,63.0%,455,49
1012,1290. Convert Binary Number in a Linked List to Integer,/problems/convert-binary-number-in-a-linked-list-to-integer,Easy,"['Linked List', 'Math']",194873,238523,81.7%,1399,74
1013,1291. Sequential Digits,/problems/sequential-digits,Medium,['Enumeration'],39596,68951,57.4%,613,56
1014,1292. Maximum Side Length of a Square with Sum Less than or Equal to Threshold,/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,Medium,"['Array', 'Binary Search', 'Matrix', 'Prefix Sum']",19411,37810,51.3%,570,43
1015,1293. Shortest Path in a Grid with Obstacles Elimination,/problems/shortest-path-in-a-grid-with-obstacles-elimination,Hard,"['Array', 'Breadth-First Search', 'Matrix']",32160,74252,43.3%,886,14
1016,1295. Find Numbers with Even Number of Digits,/problems/find-numbers-with-even-number-of-digits,Easy,['Array'],302292,387021,78.1%,751,84
1017,1296. Divide Array in Sets of K Consecutive Numbers,/problems/divide-array-in-sets-of-k-consecutive-numbers,Medium,"['Array', 'Hash Table', 'Greedy', 'Sorting']",47525,85136,55.8%,813,72
1018,1297. Maximum Number of Occurrences of a Substring,/problems/maximum-number-of-occurrences-of-a-substring,Medium,"['Hash Table', 'String', 'Sliding Window']",24028,46558,51.6%,414,226
1019,1298. Maximum Candies You Can Get from Boxes,/problems/maximum-candies-you-can-get-from-boxes,Hard,"['Array', 'Breadth-First Search']",8522,14145,60.2%,137,103
1020,1299. Replace Elements with Greatest Element on Right Side,/problems/replace-elements-with-greatest-element-on-right-side,Easy,['Array'],146125,196247,74.5%,863,151
1021,1300. Sum of Mutated Array Closest to Target,/problems/sum-of-mutated-array-closest-to-target,Medium,"['Array', 'Binary Search', 'Sorting']",19432,45689,42.6%,548,72
1022,1301. Number of Paths with Max Score,/problems/number-of-paths-with-max-score,Hard,"['Array', 'Dynamic Programming', 'Matrix']",7505,19638,38.2%,225,14
1023,1302. Deepest Leaves Sum,/problems/deepest-leaves-sum,Medium,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",123857,145041,85.4%,1639,62
1024,1304. Find N Unique Integers Sum up to Zero,/problems/find-n-unique-integers-sum-up-to-zero,Easy,"['Array', 'Math']",94878,124013,76.5%,657,355
1025,1305. All Elements in Two Binary Search Trees,/problems/all-elements-in-two-binary-search-trees,Medium,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Sorting', 'Binary Tree']",94295,120830,78.0%,1087,41
1026,1306. Jump Game III,/problems/jump-game-iii,Medium,"['Array', 'Depth-First Search', 'Breadth-First Search']",82230,133207,61.7%,1445,40
1027,1307. Verbal Arithmetic Puzzle,/problems/verbal-arithmetic-puzzle,Hard,"['Array', 'Math', 'String', 'Backtracking']",5941,16570,35.9%,236,67
1028,1309. Decrypt String from Alphabet to Integer Mapping,/problems/decrypt-string-from-alphabet-to-integer-mapping,Easy,['String'],60787,78054,77.9%,632,59
1029,1310. XOR Queries of a Subarray,/problems/xor-queries-of-a-subarray,Medium,"['Array', 'Bit Manipulation', 'Prefix Sum']",27739,39688,69.9%,599,26
1030,1311. Get Watched Videos by Your Friends,/problems/get-watched-videos-by-your-friends,Medium,"['Array', 'Hash Table', 'Breadth-First Search', 'Sorting']",12998,29254,44.4%,158,249
1031,1312. Minimum Insertion Steps to Make a String Palindrome,/problems/minimum-insertion-steps-to-make-a-string-palindrome,Hard,"['String', 'Dynamic Programming']",28508,46649,61.0%,942,15
1032,1313. Decompress Run-Length Encoded List,/problems/decompress-run-length-encoded-list,Easy,['Array'],147184,172124,85.5%,548,907
1033,1314. Matrix Block Sum,/problems/matrix-block-sum,Medium,"['Array', 'Matrix', 'Prefix Sum']",41312,55840,74.0%,1131,193
1034,1315. Sum of Nodes with Even-Valued Grandparent,/problems/sum-of-nodes-with-even-valued-grandparent,Medium,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",75343,89034,84.6%,1171,42
1035,1316. Distinct Echo Substrings,/problems/distinct-echo-substrings,Hard,"['String', 'Dynamic Programming', 'Trie', 'Sliding Window', 'Rolling Hash', 'Hash Function']",9376,18929,49.6%,118,141
1036,1317. Convert Integer to the Sum of Two No-Zero Integers,/problems/convert-integer-to-the-sum-of-two-no-zero-integers,Easy,['Math'],24613,43098,57.2%,187,183
1037,1318. Minimum Flips to Make a OR b Equal to c,/problems/minimum-flips-to-make-a-or-b-equal-to-c,Medium,['Bit Manipulation'],18884,29382,64.2%,291,30
1038,1319. Number of Operations to Make Network Connected,/problems/number-of-operations-to-make-network-connected,Medium,"['Depth-First Search', 'Breadth-First Search', 'Union Find', 'Graph']",40992,73566,55.7%,1122,18
1039,1320. Minimum Distance to Type a Word Using Two Fingers,/problems/minimum-distance-to-type-a-word-using-two-fingers,Hard,"['String', 'Dynamic Programming']",19467,31643,61.5%,599,25
1040,1323. Maximum 69 Number,/problems/maximum-69-number,Easy,"['Math', 'Greedy']",88119,112779,78.1%,674,96
1041,1324. Print Words Vertically,/problems/print-words-vertically,Medium,"['Array', 'String', 'Simulation']",21141,35906,58.9%,291,78
1042,1325. Delete Leaves With a Given Value,/problems/delete-leaves-with-a-given-value,Medium,"['Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",45898,61786,74.3%,891,18
1043,1326. Minimum Number of Taps to Open to Water a Garden,/problems/minimum-number-of-taps-to-open-to-water-a-garden,Hard,"['Array', 'Dynamic Programming', 'Greedy']",31811,66745,47.6%,782,71
1044,1328. Break a Palindrome,/problems/break-a-palindrome,Medium,"['String', 'Greedy']",36711,74407,49.3%,385,336
1045,1329. Sort the Matrix Diagonally,/problems/sort-the-matrix-diagonally,Medium,"['Array', 'Sorting', 'Matrix']",64401,79083,81.4%,1131,156
1046,1330. Reverse Subarray To Maximize Array Value,/problems/reverse-subarray-to-maximize-array-value,Hard,"['Array', 'Math', 'Greedy']",3202,8577,37.3%,261,30
1047,1331. Rank Transform of an Array,/problems/rank-transform-of-an-array,Easy,"['Array', 'Hash Table', 'Sorting']",36589,64047,57.1%,524,41
1048,1332. Remove Palindromic Subsequences,/problems/remove-palindromic-subsequences,Easy,"['Two Pointers', 'String']",47089,68534,68.7%,72,142
1049,"1333. Filter Restaurants by Vegan-Friendly, Price and Distance",/problems/filter-restaurants-by-vegan-friendly-price-and-distance,Medium,"['Array', 'Sorting']",17986,31064,57.9%,165,144
1050,1334. Find the City With the Smallest Number of Neighbors at a Threshold Distance,/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,Medium,"['Dynamic Programming', 'Graph', 'Shortest Path']",26046,53519,48.6%,675,38
1051,1335. Minimum Difficulty of a Job Schedule,/problems/minimum-difficulty-of-a-job-schedule,Hard,"['Array', 'Dynamic Programming']",45367,80135,56.6%,793,94
1052,1337. The K Weakest Rows in a Matrix,/problems/the-k-weakest-rows-in-a-matrix,Easy,"['Array', 'Binary Search', 'Sorting', 'Heap (Priority Queue)', 'Matrix']",80895,112458,71.9%,993,71
1053,1338. Reduce Array Size to The Half,/problems/reduce-array-size-to-the-half,Medium,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)']",67246,98958,68.0%,841,67
1054,1339. Maximum Product of Splitted Binary Tree,/problems/maximum-product-of-splitted-binary-tree,Medium,"['Tree', 'Depth-First Search', 'Binary Tree']",27222,70439,38.6%,641,48
1055,1340. Jump Game V,/problems/jump-game-v,Hard,"['Array', 'Dynamic Programming', 'Sorting']",13953,23039,60.4%,428,17
1056,1342. Number of Steps to Reduce a Number to Zero,/problems/number-of-steps-to-reduce-a-number-to-zero,Easy,"['Math', 'Bit Manipulation']",204685,239135,85.6%,1027,90
1057,1343. Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,Medium,"['Array', 'Sliding Window']",20148,30598,65.7%,280,46
1058,1344. Angle Between Hands of a Clock,/problems/angle-between-hands-of-a-clock,Medium,['Math'],59088,96001,61.5%,587,133
1059,1345. Jump Game IV,/problems/jump-game-iv,Hard,"['Array', 'Hash Table', 'Breadth-First Search']",36170,85706,42.2%,733,48
1060,1346. Check If N and Its Double Exist,/problems/check-if-n-and-its-double-exist,Easy,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']",120306,337478,35.7%,427,65
1061,1347. Minimum Number of Steps to Make Two Strings Anagram,/problems/minimum-number-of-steps-to-make-two-strings-anagram,Medium,"['Hash Table', 'String']",61012,81284,75.1%,728,46
1062,1348. Tweet Counts Per Frequency,/problems/tweet-counts-per-frequency,Medium,"['Hash Table', 'Binary Search', 'Design', 'Sorting', 'Ordered Set']",18271,45790,39.8%,46,88
